9-го Травня,115000.0
Абрикосова,75000.0
Абрикосова,140000.0
Абрикосова,140000.0
Августина Волошина,160000.0
Авдєєнка Генерала,870000.0
Автозаводська,14883863.0
Автозаводський ,220000.0
Автопаркова,133000.0
Авторемонтна,69000.0
Автотранспортна,169999.0
Агітаторська,212000.0
Агрегатна,83500.0
Аеродромна,75000.0
Азербайджанська,65000.0
Азовська,82000.0
Айвазовського,207000.0
Академіка Єфремова,51990.0
Академіка Оппокова,57999.0
Академіка Ромоданова,57000.0
Академіка Тронька,95000.0
Акацієвий,50000.0
Алексухіна Василя,95000.0
Алли Горської,46860.0
Алматинська,38500.0
Аляб'єва,110000.0
Аманда Струве,269000.0
Аміни Окуєвої ,1983000.0
Амосова Миколи,119000.0
Амурська,210000.0
Амурська,310000.0
Ананасна,93000.0
Анатоліївська,98000.0
Анатолія Кентія,78000.0
Анатолія Лупиноса,68000.0
Анатолія Солов'яненка,77000.0
Андріївська,176000.0
Андріївський ,5572000.0
Андрія Аболмасова ,129000.0
Андрія Кизила,136000.0
Андрія Меленського,71000.0
Андрія Ніковського,108000.0
Андрія Первозванного,175000.0
Андрющенка Григорія,45006.0
Анкари,78000.0
Анни Ярославни,65000.0
Антіна Ждановича,3396000.0
Антона Цедіка,68899.0
Антоненка-Давидовича Бориса,205000.0
Антоні Новосельського,211000.0
Антонова Авіаконструктора,36500.0
Антоновича,3176715.0
Ареф'єва Костянтина,155000.0
Аркасівська,109000.0
Армійська ,120000.0
Арсенальна ,55000.0
Арсенальна ,48000.0
Арсенальний,235000.0
Артезіанський,41000.0
Артемія Веделя,143000.0
Артилерійський,65000.0
Архипа Люльки,500000.0
Архипенка Олександра,94000.0
Архітектора Дяченка,280000.0
Архітектора Кобелєва,67500.0
Архітекторська,72000.0
Аскольдів,54000.0
Астраханська,74000.0
Астраханський,130000.0
Астрономічна,110000.0
Атени Пашко,180000.0
Аттили Могильного,69000.0
Ахматової Анни,205000.0
Бабушкіна,211000.0
Багговутівська,36500.0
Багратіона,3176715.0
Багряна Дуброва,155000.0
Багряного Івана,109000.0
Бажана Миколи,120000.0
Бажова,55000.0
Байкальська,48000.0
Байкова,235000.0
Бакинська,41000.0
Бакинський,143000.0
Баклажанна,65000.0
Бакуніна,500000.0
Балакірева,94000.0
Балаклієвська,280000.0
Балтійський,67500.0
Бальзака Оноре де,72000.0
Банкова,54000.0
Баренбойма,74000.0
Барикадна,130000.0
Баришівська,110000.0
Басейна,180000.0
Бастіонна,69000.0
Бастіонний,120000.0
Батумська,150000.0
Батуринська,750000.0
Батуринський  ,75000.0
Баха Академіка ,53000.0
Бахмацька,42500.0
Бджолиний,103000.0
Безручка Марка,650000.0
Бердичівська,56000.0
Бердянська,90000.0
Бердянський,77000.0
Берегова,115000.0
Бережанська,120000.0
Березнева,130000.0
Березнева,85000.0
Березневий,140000.0
Березневий 3,45500.0
Березняківська,63232.0
Березова,95000.0
Берестецька,55000.0
Беретті Вікентія,186900.0
Берізоньки (Озерна 14),34200.0
Берковецька,234899.0
Берлінського Максима,55000.0
Бессарабська,136000.0
Бестужева Олександра,139000.0
Бестужева Олександра,210000.0
Бетховена,195000.0
Бехтерівський,119000.0
Биківнянська,410000.0
Биківнянський,93000.0
Биківський,137634.0
Бикова Леоніда,115000.0
Бишівський,85000.0
Бігова ,130000.0
Білаша Олександра,113000.0
Білгородська,39500.0
Білецького Академіка,68000.0
Білицька,155000.0
Білицький,110000.0
Біличанська,75000.0
Білогородська,142000.0
Білокур Катерини,80000.0
Біломорська,43000.0
Білоруська,248000.0
Біляшівського Академіка,280000.0
Бірюзова Маршала,209000.0
Блакитного,58990.0
Блока Олександра,111000.0
Бобринецька,97000.0
Бобринецький,68000.0
Бобруйський,184900.0
Богатирська,61500.0
Богатирський,111000.0
Богдана Гаврилишина,190700.0
Богданівська,53000.0
Богданівський,69000.0
Богомольця Академіка,169000.0
Богуна Івана,95000.0
Богунська,110000.0
Богунський,5880000.0
Богуславський,99999.0
Богушевський,327000.0
Божків Яр,85000.0
Бойка Івана,790000.0
Бойова,95000.0
Бойчука Михайла,70000.0
Болбочана Петра,2352122.0
Болсуновська,807000.0
Бондарська,77000.0
Бондарський,75000.0
Бориса Матюшенка,480000.0
Бориса Мозолевського,70000.0
Бориса Тена,205000.0
Бориса Шахліна,499990.0
Бориславська,52000.0
Борисоглібська,93000.0
Бориспільська,117000.0
Бориспільське,53900.0
Боричів ,58000.0
Боричів Тік,159000.0
Борова,116000.0
Борова,42000.0
Боровий,55500.0
Боровий,370000.0
Боровиковського,650000.0
Боровинська,355000.0
Боровиченко Марії,145000.0
Бородянський ,117000.0
Бортницька,300000.0
Бортницька,55000.0
Бортницький,41000.0
Бортницький 1,128000.0
Бортницький 2,175000.0
Борщагівська,783000.0
Ботанічна,90000.0
Боткіна,98000.0
Брановицького Ігоря,137000.0
Братиславська,45000.0
Братів Зерових,2015228.0
Братів Шеметів,200000.0
Братська,147000.0
Брацлавська,78000.0
Брест-Литовський,82000.0
Брестська,75000.0
Броварський,89000.0
Броварський,710000.0
Бродівська,620000.0
Бродівський,69500.0
Брусилівська,85000.0
Брюлова,43000.0
Брюсова,330000.0
Брянська,59000.0
Бугорна ,40000.0
Бугорний,1200000.0
Бударіна,405000.0
Будищанська,100110.0
Будівельників,400000.0
Будівельників,97500.0
Будівельників,83000.0
Будівельників,44000.0
Будіндустрії,66000.0
Бузинова,350000.0
Буйка Професора,77000.0
Букіної Раїси,122250.0
Букіної Раїси,65000.0
Буковинська,170000.0
Буковинський,95000.0
Булаховського Академіка,85000.0
Булгакова,69500.0
Бульварно-Кудрявська,152000.0
Бурденка,92000.0
Бурмистенка,375000.0
Бурмистенка,449000.0
Буслівська,75500.0
Бутишів,140000.0
Бутлерова Академіка,45000.0
Бучанська,135000.0
Бучми Амвросія,125000.0
В’ячеслава Липинського,140000.0
Вавілових,120000.0
Вакуленчука,42000.0
Вакуленчука,125000.0
Валентина Отамановського,48000.0
Валерія Марченка,300000.0
Валер'яна Підмогильного,120000.0
Валківська,649000.0
Василенка Миколи,64980.0
Василівська,77000.0
Васильківська,48000.0
Васильківський,102000.0
Васильченка,185000.0
Василя Барки,42000.0
Василя Біднова,115000.0
Василя Вишиваного,175000.0
Василя Макуха,54000.0
Василя Седляра,10116000.0
Василя Тютюнника,137000.0
Василя Щавинського,95000.0
Васнецова,360000.0
Ватутіна,135000.0
Ватутінський,105000.0
Ващенка Григорія,58000.0
Введенська,180000.0
Велика Васильківська,153000.0
Велика Житомирська,159000.0
Велика Китаївська,98000.0
Велика Кільцева,1200000.0
Велика Окружна,42900.0
Вербицького Архітектора,86000.0
Вербна,155000.0
Вербний,450000.0
Вербова,148000.0
Верболозна,50000.0
Верболозний,81000.0
Вересая Остапа,161003.0
Вересковий,61500.0
Вереснева,78000.0
Верещагіна,259266.0
Вернадського Академіка,34500.0
Верхній,122000.0
Верхній Вал,147420.0
Верхньогірська,73000.0
Верхньоключова,44000.0
Верхня,128000.0
Верховинна,111000.0
Верховинця Василя,73000.0
Верховної Ради,89000.0
Вершигори Петра,64000.0
Веселковий,375000.0
Весняна,98000.0
Вешенський,32000.0
Виборзький,125000.0
Вигурівський,61500.0
Видубицька,105000.0
Визволителів,2425640.0
Винахідників,89000.0
Винахідників,27500.0
Виноградна,47000.0
Виноградний,329000.0
Вирлицька,71000.0
Високовольтний,1885431.0
Висоцького Володимира,980000.0
Вифлеємська,68000.0
Вишгородська,71000.0
Вишнева,190000.0
Вишнева,3641884.0
Вишнева,115000.0
Вишнева,45000.0
Вишнева (Озерна 3),57000.0
Вишняківська,45500.0
Відпочинку,260000.0
Відрадний,80000.0
Військова,2110252.0
Військовий,138000.0
Віктора Зарецького,105000.0
Вільде Едуарда,2363130.0
Вільнюська,89000.0
Вільхова ,400000.0
Вільшанська,100000.0
Вільшанський ,61500.0
Вільямса Академіка,48000.0
Вінграновського Миколи,180000.0
Вінницька,108000.0
Вірменська,43500.0
Вірменський,100999.0
Вірності,52000.0
Вірського Павла,146000.0
Вірьовки Григорія,110000.0
Віскозна,148800.0
Вітавська,77000.0
Віто-Литовський,38500.0
Вітрука Генерала,100000.0
Вітряні Гори,78000.0
Вітчизняна,75000.0
Вітянська,45000.0
Владлена Кузнецова,900000.0
Водників,85000.0
Водогінна,65600.0
Воздвиженська,395000.0
Воздвиженський,155000.0
Вознесенський,84000.0
Вокзальна,73000.0
Вокзальна,83000.0
Волгоградська,250000.0
Волгоградська,299000.0
Волго-Донська,56000.0
Волго-Донський,4335178.0
Волзька,270000.0
Волзький,58000.0
Волинська,62000.0
Волкова Космонавта,80000.0
Володарська,195000.0
Володимира Беца,3180495.0
Володимира Брожка,122000.0
Володимира Винниченка,3793500.0
Володимира Горовиця,65000.0
Володимира Науменко,40500.0
Володимиро-Либідська,1181731.0
Володимирська,69000.0
Володимирський,75000.0
Володимирський,155000.0
Волоська,220000.0
Волошкова,51500.0
Волошковий,73900.0
Волховська,2458347.0
Волховський,1400000.0
Воскресенська,93950.0
Восьмого Березня,395000.0
Врубелівський,179000.0
Всеволода Змієнка,260000.0
Вузівська,52000.0
Вуликова,395000.0
Вчительська,198450.0
Гаванська,750000.0
Гаванський,650000.0
Гавела Вацлава,75000.0
Гаврилюка,150000.0
Гагаріна Юрія,93900.0
Газова,120500.0
Газопровідна,129000.0
Гайдай Зої,62000.0
Гайова,150000.0
Гайсинська,55000.0
Галерна,138000.0
Галицька,172000.0
Ганни Арендт,79900.0
Ганни Барвінок,49999.0
Гаражна,115000.0
Гаражна,87000.0
Гарета Джонса,107000.0
Гаріна Бориса,87700.0
Гарматна,65000.0
Гаршина,1250000.0
Гастелло Миколи,34700.0
Гатна,67000.0
Гашека Ярослава,88000.0
Гвардійська,285000.0
Генерала Алмазова,93000.0
Генерала Гандзюка,85000.0
Генерала Генадія Воробйова,230000.0
Генерала Грекова,155000.0
Генерала Павленка,180000.0
Генерала Шаповала,95000.0
Георгіївський,54934.0
Геофізиків,260000.0
Геофізиків,145000.0
Герасименка Костянтина,135000.0
Героїв Бресту,50000.0
Героїв Великої Вітчизняної війни,399000.0
Героїв Війни,55000.0
Героїв Дніпра,270000.0
Героїв Космосу,337000.0
Героїв Крут,170000.0
Героїв Небесної Сотні,85000.0
Героїв Оборони,279000.0
Героїв Севастополя,44000.0
Героїв Сталінграда,170000.0
Герцена,88000.0
Герцена,41500.0
Герцена,70000.0
Гетьмана Вадима,119900.0
Гійома де Боплана,86000.0
Гіллястий,138000.0
Гладківська,240000.0
Глазунова,149500.0
Глибочицька,1999600.0
Глибочицький,67999.0
Глібова,41500.0
Глієра Рейнгольда,99000.0
Глінки,580000.0
Глухівська,75000.0
Глушкова Академіка,299000.0
Гмирі Бориса,44000.0
Говорова Маршала,139000.0
Говорова Маршала,150000.0
Гоголівська,45690.0
Гоголя,115000.0
Гоголя,63500.0
Гоголя,42000.0
Гоголя 2,56500.0
Голованьова Степана,66000.0
Головка Андрія,103000.0
Голосіївська,63000.0
Голосіївська,228000.0
Голосіївський,90000.0
Голосіївський,87000.0
Гомельська,62000.0
Гомельський,77000.0
Гонгадзе Георгія,179900.0
Гонти Івана,49000.0
Гончара Олеся,105900.0
Гончарна,500000.0
Гончарова,38000.0
Горбунова Академіка,130000.0
Горенська,230000.0
Гориста,66800.0
Гористий,125000.0
Горіхова,113000.0
Горіхова (Озерна 5),93000.0
Горлівська,422000.0
Городецького Архітектора,80500.0
Городище,123000.0
Городищенська,200000.0
Городня,52000.0
Горюшка Георгія,360000.0
Госпітальна,102000.0
Госпітальний,77000.0
Гостинна,125000.0
Гостинний,84000.0
Гостомельська,185000.0
